INSTITUICAO_ENSINO_ALUNO_2020;NOME;IDADE_ALUNO_2020;ANOS_PM_2020;FASE_TURMA_2020;PONTO_VIRADA_2020;INDE_2020;INDE_CONCEITO_2020;PEDRA_2020;DESTAQUE_IEG_2020;DESTAQUE_IDA_2020;DESTAQUE_IPV_2020;IAA_2020;IEG_2020;IPS_2020;IDA_2020;IPP_2020;IPV_2020;IAN_2020;FASE_2021;TURMA_2021;INSTITUICAO_ENSINO_ALUNO_2021;SINALIZADOR_INGRESSANTE_2021;PEDRA_2021;INDE_2021;IAA_2021;IEG_2021;IPS_2021;IDA_2021;IPP_2021;REC_EQUIPE_1_2021;REC_EQUIPE_2_2021;REC_EQUIPE_3_2021;REC_EQUIPE_4_2021;PONTO_VIRADA_2021;IPV_2021;IAN_2021;NIVEL_IDEAL_2021;DEFASAGEM_2021;FASE_2022;TURMA_2022;ANO_INGRESSO_2022;BOLSISTA_2022;INDE_2022;CG_2022;CF_2022;CT_2022;PEDRA_2022;DESTAQUE_IEG_2022;DESTAQUE_IDA_2022;DESTAQUE_IPV_2022;IAA_2022;IEG_2022;IPS_2022;IDA_2022;NOTA_PORT_2022;NOTA_MAT_2022;NOTA_ING_2022;QTD_AVAL_2022;IPP_2022;REC_AVA_1_2022;REC_AVA_2_2022;REC_AVA_3_2022;REC_AVA_4_2022;INDICADO_BOLSA_2022;PONTO_VIRADA_2022;IPV_2022;IAN_2022;NIVEL_IDEAL_2022
Escola Pública;ALUNO-517;15;0;5B;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;3;8;6;8;8;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rede Decisão/União;ALUNO-518;16;1;6A;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;7;8;8;10;7;A;Rede Decisão;Veterano;Ametista;8;10;7;8;8;8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;8;10;Nível 7 (3o EM);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Z;20220;Não;8;58;15;4;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;9;9;8;;2;6;Promovido de Fase;Mantido na Fase atual;;;Não;Não;8;10;ALFA  (2º e 3º ano)
Escola Pública;ALUNO-52;10;2;2F;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10;9;6;7;8;8;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-520;10;2;2N;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7;10;6;6;9;9;10;3;L;Rede Decisão;Veterano;Topázio;8;8;10;6;7;9;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não avaliado;Não;9;10;Nível 2 (5o e 6o ano);1;4;L;20180;Sim;8;59;6;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;8;10;6;8;7;8;9;4;7;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase + Bolsa;Não;Não;8;10;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-521;10;2;1E;Não;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8;10;10;9;9;5;2;E;Escola Pública;Veterano;Ametista;7;10;5;8;5;8;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;9;10;Nível 2 (5o e 6o ano);0;2;F;20180;Não;7;506;76;14;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;7;6;7;5;8;;3;7;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-522;11;2;1A;Não;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;9;8;6;7;8;5;2;P;Escola Pública;Veterano;Ágata;6;8;4;8;4;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7;5;Nível 3 (7o e 8o ano);-1;2;D;20180;Não;6;742;136;9;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;4;8;4;3;6;;3;5;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;7;5;Fase 3 (7º e 8º ano)
;ALUNO-523;;;;;;;;;;;;;;;;;;3;D;Escola Pública;Ingressante;Ametista;7;8;6;8;6;7;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7;10;Nível 3 (7o e 8o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-524;9;0;0F;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;10;8;10;8;8;5;1;E;Escola Pública;Veterano;Topázio;8;10;9;8;8;9;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Não avaliado;Sim;10;5;Nível 2 (5o e 6o ano);-1;1;J;20200;Não;8;70;15;2;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;10;8;8;8;8;;3;7;Promovido de Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;;Sim;Sim;9;5;Fase 2 (5º e 6º ano)
;ALUNO-525;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;D;20220;Não;8;125;2;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;10;8;8;9;6;;4;7;Promovido de Fase + Bolsa;Mantido na Fase atual;Mantido na Fase + Bolsa;Mantido na Fase atual;Sim;Não;8;5;Fase 8 (Universitários)
;ALUNO-526;;;;;;;;;;;;;;;;;;1;F;Escola Pública;Ingressante;Ametista;8;8;9;8;8;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;7;5;Nível 2 (5o e 6o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rede Decisão/União;ALUNO-527;16;3;5F;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8;7;7;9;9;5;6;C;Rede Decisão;Veterano;Ametista;8;9;7;8;7;9;Promovido de Fase + Bolsa;Mantido na Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase;Não;9;5;Nível 7 (3o EM);-1;7;A;20170;Sim;7;550;11;5;Ágata;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;0;8;8;8;8;6;9;4;8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;Não;8;5;Fase 8 (Universitários)
;ALUNO-528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;E;20220;Não;6;736;107;10;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;5;8;5;3;7;;4;6;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;6;5;Fase 4 (9º ano)
;ALUNO-529;;;;;;;;;;;;;;;;;;1;N;Escola Pública;Ingressante;Ametista;8;8;10;8;8;8;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não avaliado;Não;9;5;Nível 2 (5o e 6o ano);-1;1;M;20210;Não;8;214;54;4;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;8;8;10;10;9;;3;6;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;;Sim;Não;8;5;Fase 3 (7º e 8º ano)
Einstein;ALUNO-53;15;4;5X;;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;10;8;8;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-530;10;0;1M;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;3;8;0;7;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-531;16;1;4A;Sim;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;10;8;5;8;9;5;5;A;Escola Pública;Veterano;Ametista;7;9;8;8;6;8;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Mantido na Fase atual;Não;8;5;Nível 7 (3o EM);-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;T;20220;Não;6;671;174;5;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;7;8;5;5;4;;2;5;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 2 (5º e 6º ano)
Escola Pública;ALUNO-533;13;1;2C;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;7;7;0;8;7;5;3;B;Escola Pública;Veterano;Ágata;6;9;5;8;5;8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Não;5;5;Nível 4 (9o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-534;11;1;0H;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;10;6;10;8;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-535;14;1;1M;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8;6;8;6;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-536;;;;;;;;;;;;;;;;;;1;R;Escola Pública;Ingressante;Quartzo;5;8;2;8;3;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;5;5;Nível 2 (5o e 6o ano);-1;2;K;20210;Não;7;609;103;8;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;10;8;4;4;5;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7;5;Fase 3 (7º e 8º ano)
;ALUNO-537;;;;;;;;;;;;;;;;;;0;M;Escola Pública;Ingressante;Quartzo;5;6;4;8;3;5;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;5;5;Nível 1 (4o ano);-1;0;F;20210;Não;6;710;177;9;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;7;5;5;5;5;;2;5;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 2 (5º e 6º ano)
;ALUNO-538;;;;;;;;;;;;;;;;;;2;J;Escola Pública;Ingressante;Quartzo;5;9;5;5;1;5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6;5;Nível 3 (7o e 8o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;S;20220;Não;7;552;158;7;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;10;8;6;6;8;5;;2;5;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;7;5;Fase 1 (4º ano)
;ALUNO-54;;;;;;;;;;;;;;;;;;3;B;Escola Pública;Ingressante;Ágata;6;8;6;8;4;7;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;6;10;Nível 3 (7o e 8o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-540;12;2;1G;Não;7;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;8;8;7;8;8;5;2;I;Escola Pública;Veterano;Ágata;6;8;5;8;4;8;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não;6;5;Nível 3 (7o e 8o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-541;13;1;3F;Sim;9;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9;10;7;10;8;9;10;4;L;Rede Decisão;Veterano;Ametista;8;9;7;8;7;8;Promovido de Fase + Bolsa;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não;8;10;Nível 4 (9o ano);0;5;A;20190;Sim;7;582;33;5;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;8;6;5;4;4;6;3;6;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;6;10;Fase 5 (1º EM)
;ALUNO-542;;;;;;;;;;;;;;;;;;0;R;Escola Pública;Ingressante;Ametista;8;8;8;8;7;8;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Não;8;5;Nível 2 (5o e 6o ano);-2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Z;20220;Não;8;104;29;6;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;8;9;7;;2;6;Mantido na Fase atual;Mantido na Fase atual;;;Não;Não;8;10;ALFA  (2º e 3º ano)
Escola Pública;ALUNO-544;12;1;2R;Não;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;8;4;6;8;8;5;2;R;Escola Pública;Veterano;Ametista;7;9;8;6;7;8;Promovido de Fase;Promovido de Fase;Promovido de Fase;Não avaliado;Não;8;5;Nível 3 (7o e 8o ano);-1;3;N;20190;Não;7;640;83;9;Ágata;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;7;7;6;4;6;7;3;7;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;;Não;Não;6;5;Fase 4 (9º ano)
Escola Pública;ALUNO-545;10;0;1J;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;7;8;5;7;8;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Escola Pública;ALUNO-546;18;2;5L;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8;5;3;5;5;5;2;6;A;Escola Pública;Veterano;Ágata;6;10;7;2;4;5;Não avaliado;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;6;5;Nível 8 (Universitários);-2;7;A;20180;Não;5;836;21;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;5;6;2;1;1;3;4;5;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Não;Não;6;5;Fase 8 (Universitários)
Escola Pública;ALUNO-547;14;2;4L;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;7;5;6;8;8;10;4;G;Escola Pública;Veterano;Ágata;7;8;6;6;7;8;Promovido de Fase + Bolsa;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;7;5;Nível 5 (1o EM);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-548;;;;;;;;;;;;;;;;;;0;S;Escola Pública;Ingressante;Topázio;8;10;10;8;5;8;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;10;10;ALFA  (2o e 3o ano);0;1;D;20210;Não;8;60;11;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;10;9;8;8;7;8;;3;6;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;;Não;Não;8;10;Fase 1 (4º ano)
Escola Pública;ALUNO-549;13;3;3M;Não;5;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8;2;4;0;8;6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rede Decisão/União;ALUNO-55;17;3;6C;Sim;7;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0;9;8;6;8;9;5;7;A;Rede Decisão;Veterano;Ametista;8;10;9;8;8;8;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Promovido de Fase + Bolsa;Sim;9;5;Nível 8 (Universitários);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-550;;;;;;;;;;;;;;;;;;0;S;Escola Pública;Ingressante;Ametista;8;10;8;8;7;7;Mantido na Fase atual;Mantido na Fase atual;Não avaliado;Não avaliado;Sim;9;5;Nível 1 (4o ano);-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-551;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;A;20220;Não;9;21;2;1;Topázio;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;9;9;9;;2;6;Promovido de Fase + Bolsa;Mantido na Fase atual;;;Sim;Sim;9;10;ALFA  (2º e 3º ano)
Escola Pública;ALUNO-552;12;1;2P;Não;6;D;Quartzo;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0;9;7;3;8;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;C;20220;Não;7;458;117;7;Ametista;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;8;10;8;5;2;8;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7;5;Fase 2 (5º e 6º ano)
;ALUNO-554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;Q;20220;Não;8;187;28;1;Ametista;Destaque: A sua boa entrega das lições de casa.;Destaque: As suas boas notas na Passos Mágicos.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;9;9;8;9;8;10;;3;6;Promovido de Fase;Promovido de Fase;Mantido na Fase atual;;Não;Não;8;5;Fase 3 (7º e 8º ano)
Escola Pública;ALUNO-555;10;1;1J;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;10;8;8;8;8;5;2;J;Escola Pública;Veterano;Topázio;8;7;10;8;7;8;Mantido na Fase + Bolsa;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;9;10;Nível 2 (5o e 6o ano);0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;F;20220;Não;7;493;63;10;Ágata;Destaque: A sua boa entrega das lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Destaque: A sua boa integração aos Princípios Passos Mágicos.;7;9;5;6;5;5;8;4;8;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não;Não;8;5;Fase 5 (1º EM)
Escola Pública;ALUNO-557;12;2;2M;Não;8;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;10;8;6;8;8;8;5;2;M;Escola Pública;Veterano;Ametista;8;9;8;7;6;8;Mantido na Fase atual;Promovido de Fase;Promovido de Fase;Não avaliado;Não;9;5;Nível 3 (7o e 8o ano);-1;3;K;20180;Não;6;761;110;15;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;5;8;3;4;5;0;4;7;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Promovido de Fase;Não;Não;6;5;Fase 4 (9º ano)
;ALUNO-558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;L;20220;Não;5;794;119;4;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;7;6;6;3;5;2;2;4;7;Promovido de Fase;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não;Não;6;5;Fase 5 (1º EM)
Escola Pública;ALUNO-559;12;1;2H;Não;6;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;4;8;4;7;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ALUNO-56;;;;;;;;;;;;;;;;;;6;A;Escola Pública;Ingressante;Ágata;7;9;8;6;6;8;Promovido de Fase;Promovido de Fase;Promovido de Fase + Bolsa;Promovido de Fase;Não;7;5;Nível 7 (3o EM);-1;7;A;20210;Não;3;861;23;15;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;0;4;5;0;0;1;0;4;3;Mantido na Fase atual;Mantido na Fase atual;Mantido na Fase atual;Alocado em Fase anterior;Não;Não;5;5;Fase 8 (Universitários)
Escola Pública;ALUNO-560;10;1;1N;Não;7;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9;5;8;8;7;7;5;2;N;Escola Pública;Veterano;Ágata;6;10;5;8;3;8;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;Não avaliado;Não;7;10;Nível 2 (5o e 6o ano);0;2;K;20190;Não;5;806;152;13;Quartzo;Melhorar: Melhorar a sua entrega de lições de casa.;Melhorar: Empenhar-se mais nas aulas e avaliações.;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;9;4;5;3;4;2;;3;6;Mantido na Fase atual;Promovido de Fase;Mantido na Fase atual;;Não;Não;7;5;Fase 3 (7º e 8º ano)
